id_cliente,nombre_cliente,provincia,localidad,categoria_cliente
2390,Damián Aguirre,Formosa,Riacho He-Hé,kiosco
2391,Jorge Flores,Misiones,Oberá,kiosco
2392,Maximiliano Martínez,Formosa,Herradura,almacén
2393,Noelia Medina,Misiones,San Vicente,almacén
2394,Ezequiel Valdez,Chaco,Barranqueras,restaurante
2395,Sofía Pérez,Chaco,Villa Ángela,supermercado
2396,Julieta Martínez,Formosa,Clorinda,supermercado
2397,Aldana Romero,Formosa,Herradura,distribuidor
2398,Carlos Silva,Misiones,Apóstoles,almacén
2399,Agustín Gómez,Chaco,Quitilipi,restaurante
2400,Ezequiel Romero,Corrientes,Curuzú Cuatiá,kiosco
2401,Rocío Benítez,Misiones,Jardín América,almacén
2402,Agustín Franco,Misiones,Oberá,kiosco
2403,Federico Aguirre,Misiones,Montecarlo,distribuidor
2404,Federico Torres,Misiones,Puerto Iguazú,distribuidor
2405,Ariel Ramírez,Formosa,Comandante Fontana,distribuidor
2406,Maximiliano Gutiérrez,Chaco,Quitilipi,distribuidor
2407,Luis Torres,Chaco,Charata,almacén
2408,Ana Torres,Misiones,Posadas,supermercado
2409,Aldana López,Chaco,General San Martín,distribuidor
2410,Pablo Vera,Misiones,Apóstoles,distribuidor
2411,Rocío Benítez,Corrientes,Saladas,supermercado
2412,Damián Gómez,Corrientes,Virásoro,kiosco
2413,Ana Silva,Corrientes,Bella Vista,supermercado
2414,Jorge Castro,Formosa,Pirané,restaurante
2415,Ana Medina,Corrientes,Corrientes,almacén
2416,Marta Suárez,Chaco,Barranqueras,restaurante
2417,Pablo Gutiérrez,Chaco,Resistencia,kiosco
2418,Maximiliano Álvarez,Misiones,Oberá,almacén
2419,Carlos Molina,Chaco,Fontana,almacén
2420,Julieta Romero,Formosa,Ibarreta,distribuidor
2421,Juan Duarte,Chaco,Fontana,kiosco
2422,Luis Aguirre,Misiones,Puerto Iguazú,supermercado
2423,José Vera,Formosa,Ibarreta,supermercado
2424,Nadia Sosa,Chaco,General San Martín,kiosco
2425,Daniel Valdez,Formosa,Las Lomitas,restaurante
2426,Ivana Vera,Corrientes,Mercedes,supermercado
2427,Lucía Pérez,Corrientes,Ituzaingó,supermercado
2428,Ezequiel Rojas,Corrientes,Corrientes,supermercado
2429,Mario Benítez,Corrientes,Corrientes,kiosco
2430,Sofía Romero,Formosa,Las Lomitas,supermercado
2431,Luis Pérez,Corrientes,Paso de los Libres,restaurante
2432,Ariel Villalba,Misiones,Posadas,supermercado
2433,Ariel Pérez,Misiones,Oberá,restaurante
2434,Diego Flores,Misiones,Apóstoles,supermercado
2435,Elena Domínguez,Formosa,El Colorado,kiosco
2436,Brenda Vera,Corrientes,Paso de los Libres,supermercado
2437,Ivana Vera,Formosa,Clorinda,supermercado
2438,Hernán Ramírez,Corrientes,Mercedes,almacén
2439,Federico Ramírez,Misiones,Leandro N. Alem,distribuidor
2440,Hernán Flores,Chaco,Quitilipi,restaurante
2441,Florencia Fernández,Misiones,Puerto Iguazú,distribuidor
2442,Sofía Molina,Misiones,Puerto Iguazú,supermercado
2443,Ezequiel Vera,Misiones,Apóstoles,almacén
2444,Ariel Martínez,Misiones,San Vicente,restaurante
2445,Cintia Villalba,Misiones,Puerto Iguazú,supermercado
2446,Elena Sosa,Chaco,Quitilipi,supermercado
2447,Julieta Franco,Formosa,Ibarreta,almacén
2448,Laura Martínez,Formosa,Laguna Blanca,almacén
2449,Daniel Torres,Chaco,Fontana,supermercado
2450,Diego Sosa,Corrientes,Paso de los Libres,restaurante
2451,Marta Martínez,Corrientes,Saladas,supermercado
2452,Brenda Silva,Chaco,Barranqueras,supermercado
2453,Esteban Ramírez,Chaco,Presidencia Roque Sáenz Peña,kiosco
2454,Nicolás Gómez,Corrientes,Virásoro,supermercado
2455,Gabriel Álvarez,Chaco,Quitilipi,almacén
2456,Juan Flores,Misiones,Oberá,almacén
2457,Esteban Villalba,Corrientes,Paso de los Libres,almacén
2458,Ivana Valdez,Chaco,Presidencia Roque Sáenz Peña,almacén
2459,Esteban Valdez,Corrientes,Esquina,almacén
2460,María Flores,Chaco,Las Breñas,supermercado
2461,Julieta Villalba,Misiones,San Vicente,almacén
2462,Jorge Martínez,Formosa,Laguna Blanca,restaurante
2463,Laura Molina,Corrientes,Esquina,almacén
2464,María Torres,Formosa,Ibarreta,almacén
2465,Dario Cardozo,Chaco,Presidencia Roque Sáenz Peña,almacén
2466,Juan García,Formosa,Riacho He-Hé,almacén
2467,Elena Torres,Corrientes,Esquina,kiosco
2468,Valeria Suárez,Formosa,Clorinda,restaurante
2469,Brenda Romero,Chaco,Quitilipi,supermercado
2470,Marta Domínguez,Chaco,Presidencia Roque Sáenz Peña,kiosco
2471,Gabriel Valdez,Misiones,Eldorado,almacén
2472,Cintia García,Chaco,Fontana,almacén
2473,Pablo Silva,Corrientes,Mercedes,almacén
2474,Elena Domínguez,Chaco,Quitilipi,restaurante
2475,Marta Cardozo,Misiones,Posadas,supermercado
2476,Valeria Valdez,Corrientes,Saladas,restaurante
2477,Ivana Domínguez,Formosa,Herradura,supermercado
2478,Ezequiel Villalba,Formosa,Pirané,restaurante
2479,Cintia Molina,Formosa,Clorinda,kiosco
2480,Juan Cardozo,Chaco,Fontana,restaurante
2481,Gabriel Silva,Misiones,Montecarlo,supermercado
2482,Hernán Romero,Formosa,Riacho He-Hé,supermercado
2483,Hernán Sosa,Corrientes,Esquina,distribuidor
2484,Romina Aguirre,Chaco,General San Martín,kiosco
2485,Cintia Gutiérrez,Chaco,Presidencia Roque Sáenz Peña,supermercado
2486,Daniel Sosa,Corrientes,Curuzú Cuatiá,kiosco
2487,Brenda Acosta,Formosa,Comandante Fontana,supermercado
2488,Juan Franco,Corrientes,Corrientes,supermercado
2489,Federico Medina,Formosa,Ibarreta,kiosco
2490,Laura Villalba,Corrientes,Saladas,supermercado
2491,Noelia Molina,Corrientes,Esquina,kiosco
2492,Mario Suárez,Misiones,Posadas,distribuidor
2493,Mario Domínguez,Chaco,General San Martín,distribuidor
2494,Carlos Vera,Formosa,Pirané,supermercado
2495,Valeria Romero,Corrientes,Goya,kiosco
2496,Carlos Fernández,Formosa,Pirané,almacén
2497,Nadia Flores,Formosa,Comandante Fontana,supermercado
2498,Hernán Duarte,Formosa,Comandante Fontana,kiosco
2499,Luis Franco,Chaco,Presidencia Roque Sáenz Peña,restaurante
2500,Romina Silva,Chaco,General San Martín,supermercado
2501,Daniel Romero,Chaco,Villa Ángela,supermercado
2502,Rocío Vera,Misiones,Oberá,almacén
2503,Julieta Benítez,Chaco,Charata,kiosco
2504,María Cardozo,Formosa,Laguna Blanca,restaurante
2505,Valeria Castro,Misiones,Apóstoles,almacén
2506,Brenda Gómez,Misiones,Puerto Iguazú,restaurante
2507,Lucía Vera,Corrientes,Esquina,supermercado
2508,Ivana Fernández,Corrientes,Curuzú Cuatiá,distribuidor
2509,Diego Álvarez,Corrientes,Bella Vista,restaurante
2510,Rocío Duarte,Misiones,San Vicente,almacén
2511,Rocío Vera,Formosa,Comandante Fontana,kiosco
2512,Julieta Molina,Misiones,Apóstoles,kiosco
2513,Rocío Vera,Formosa,Clorinda,supermercado
2514,Hernán Franco,Corrientes,Goya,kiosco
2515,Valeria Acosta,Chaco,Charata,kiosco
2516,Rocío Silva,Formosa,Clorinda,almacén
2517,Ezequiel Gutiérrez,Misiones,Jardín América,distribuidor
2518,Cintia Domínguez,Formosa,El Colorado,distribuidor
2519,Agustín García,Formosa,Comandante Fontana,almacén
2520,María Romero,Corrientes,Saladas,supermercado
2521,Hernán Ramírez,Chaco,Fontana,almacén
2522,Jorge Franco,Misiones,Montecarlo,almacén
2523,Gabriel Acosta,Misiones,Montecarlo,distribuidor
2524,Laura Ramírez,Chaco,Barranqueras,supermercado
2525,Valeria Romero,Corrientes,Ituzaingó,kiosco
2526,Nadia Martínez,Corrientes,Corrientes,almacén
2527,Jorge Vera,Chaco,Las Breñas,kiosco
2528,Ana Medina,Misiones,Montecarlo,kiosco
2529,Dario López,Formosa,Pirané,almacén
2530,Daniel Gómez,Formosa,Laguna Blanca,almacén
2531,Ariel Pérez,Chaco,Quitilipi,supermercado
2532,Noelia Molina,Corrientes,Corrientes,almacén
2533,Luis Gómez,Chaco,Quitilipi,supermercado
2534,Ezequiel Silva,Misiones,Posadas,almacén
2535,Ivana Martínez,Chaco,Resistencia,supermercado
2536,Hernán Castro,Misiones,Puerto Iguazú,kiosco
2537,Aldana Acosta,Formosa,Ibarreta,kiosco
2538,Lucía Pérez,Corrientes,Saladas,supermercado
2539,José Vera,Chaco,Quitilipi,almacén
2540,Noelia López,Chaco,General San Martín,distribuidor
2541,Rocío Villalba,Chaco,Charata,restaurante
2542,Dario Vera,Misiones,Aristóbulo del Valle,almacén
2543,Valeria Martínez,Corrientes,Virásoro,distribuidor
2544,Damián Vera,Chaco,Puerto Vilelas,kiosco
2545,Ivana Benítez,Corrientes,Saladas,kiosco
2546,Lucía Gómez,Misiones,Puerto Iguazú,kiosco
2547,Carlos García,Formosa,Clorinda,kiosco
2548,Hernán Ramírez,Misiones,Eldorado,supermercado
2549,Sofía Valdez,Misiones,Leandro N. Alem,restaurante
2550,Esteban Silva,Formosa,Formosa,supermercado
2551,Damián Franco,Formosa,Pirané,distribuidor
2552,Pablo Domínguez,Misiones,Oberá,kiosco
2553,Ivana Torres,Formosa,Laguna Blanca,almacén
2554,Rocío Suárez,Corrientes,Saladas,supermercado
2555,Nicolás Gutiérrez,Corrientes,Goya,distribuidor
2556,Diego Gutiérrez,Formosa,Formosa,restaurante
2557,Aldana Vera,Misiones,Puerto Iguazú,kiosco
2558,Rocío Pérez,Corrientes,Goya,distribuidor
2559,Lucía Silva,Corrientes,Esquina,kiosco
2560,Luis Torres,Chaco,Presidencia Roque Sáenz Peña,kiosco
2561,Marta Vera,Corrientes,Bella Vista,kiosco
2562,Carlos Romero,Chaco,Charata,almacén
2563,Ivana Silva,Formosa,Pirané,restaurante
2564,Brenda Valdez,Chaco,Puerto Vilelas,supermercado
2565,Elena Medina,Chaco,Presidencia Roque Sáenz Peña,supermercado
2566,Diego Romero,Chaco,Fontana,restaurante
2567,Dario Fernández,Misiones,Leandro N. Alem,almacén
2568,Valeria Fernández,Misiones,Puerto Iguazú,restaurante
2569,Pablo Duarte,Misiones,Posadas,supermercado
2570,Luis Gutiérrez,Corrientes,Curuzú Cuatiá,kiosco
2571,Diego Medina,Corrientes,Corrientes,restaurante
2572,Pablo García,Misiones,Aristóbulo del Valle,supermercado
2573,Lucía Valdez,Formosa,El Colorado,kiosco
2574,Noelia Franco,Corrientes,Esquina,kiosco
2575,Sofía Rojas,Misiones,Jardín América,kiosco
2576,Sofía Martínez,Formosa,Pirané,almacén
2577,Federico Álvarez,Chaco,Presidencia Roque Sáenz Peña,distribuidor
2578,Luis Vera,Chaco,Presidencia Roque Sáenz Peña,kiosco
2579,Agustín Gómez,Misiones,Eldorado,distribuidor
2580,Dario Molina,Chaco,Barranqueras,kiosco
2581,José Duarte,Corrientes,Virásoro,distribuidor
2582,Valeria Duarte,Corrientes,Ituzaingó,restaurante
2583,Juan García,Corrientes,Ituzaingó,kiosco
2584,José Silva,Misiones,Montecarlo,distribuidor
2585,Luis Aguirre,Misiones,Puerto Iguazú,almacén
2586,Daniel Villalba,Corrientes,Goya,supermercado
2587,Julieta Gómez,Misiones,Aristóbulo del Valle,almacén
2588,Ezequiel Romero,Misiones,Montecarlo,almacén
2589,Pablo Silva,Corrientes,Virásoro,supermercado
2590,Carlos Duarte,Chaco,Barranqueras,restaurante
2591,Valeria Flores,Chaco,Barranqueras,restaurante
2592,Florencia Ramírez,Misiones,Eldorado,almacén
2593,Ariel Fernández,Misiones,Apóstoles,restaurante
2594,Valeria Suárez,Formosa,El Colorado,kiosco
2595,Gabriel López,Chaco,Quitilipi,almacén
2596,Valeria López,Corrientes,Corrientes,distribuidor
2597,Juan Ramírez,Formosa,Formosa,supermercado
2598,Laura Pérez,Formosa,Comandante Fontana,restaurante
2599,Pablo Gutiérrez,Formosa,Clorinda,almacén
2600,María Villalba,Misiones,San Vicente,restaurante
2601,Federico Sosa,Chaco,Fontana,supermercado
2602,Rocío Domínguez,Formosa,Herradura,kiosco
2603,Diego Medina,Corrientes,Ituzaingó,distribuidor
2604,Juan Valdez,Misiones,Aristóbulo del Valle,restaurante
2605,Agustín Medina,Corrientes,Ituzaingó,supermercado
2606,Brenda Pérez,Misiones,Leandro N. Alem,supermercado
2607,Florencia Acosta,Misiones,Puerto Iguazú,restaurante
2608,Aldana Franco,Corrientes,Ituzaingó,supermercado
2609,Rocío Fernández,Formosa,Comandante Fontana,distribuidor
2610,José Benítez,Misiones,Montecarlo,almacén
2611,Ezequiel Benítez,Corrientes,Saladas,supermercado
2612,Noelia Medina,Misiones,Jardín América,kiosco
2613,Romina Vera,Chaco,Barranqueras,kiosco
2614,Nicolás Aguirre,Misiones,Leandro N. Alem,kiosco
2615,Sofía Villalba,Misiones,Jardín América,almacén
2616,José Duarte,Corrientes,Esquina,supermercado
2617,Damián Ramírez,Corrientes,Saladas,distribuidor
2618,Luis Rojas,Chaco,General San Martín,restaurante
2619,Lucía Gómez,Chaco,Barranqueras,supermercado
2620,Daniel Cardozo,Misiones,Eldorado,distribuidor
2621,Noelia Duarte,Chaco,Resistencia,restaurante
2622,Ana Rojas,Corrientes,Corrientes,almacén
2623,Gabriel Acosta,Corrientes,Paso de los Libres,almacén
2624,Federico López,Formosa,Clorinda,almacén
2625,Esteban Flores,Misiones,Leandro N. Alem,kiosco
2626,Nadia Aguirre,Chaco,Fontana,kiosco
2627,Laura Silva,Corrientes,Curuzú Cuatiá,almacén
2628,Maximiliano Romero,Corrientes,Ituzaingó,restaurante
2629,Elena Pérez,Corrientes,Ituzaingó,almacén
2630,Elena Torres,Formosa,Laguna Blanca,kiosco
2631,Jorge Ramírez,Formosa,Comandante Fontana,distribuidor
2632,Elena García,Misiones,San Vicente,almacén
2633,Gabriel Fernández,Formosa,El Colorado,restaurante
2634,Ivana Martínez,Formosa,Herradura,kiosco
2635,Sofía Pérez,Corrientes,Saladas,restaurante
2636,Laura Duarte,Misiones,Apóstoles,almacén
2637,Ariel Molina,Corrientes,Corrientes,distribuidor
2638,Hernán Suárez,Chaco,Villa Ángela,supermercado
2639,Hernán Rojas,Formosa,Ibarreta,kiosco
2640,Lucía Flores,Corrientes,Esquina,almacén
2641,José Aguirre,Misiones,Jardín América,almacén
2642,Pablo Molina,Misiones,Oberá,distribuidor
2643,Ezequiel Valdez,Corrientes,Ituzaingó,kiosco
2644,Aldana Cardozo,Misiones,Posadas,distribuidor
2645,Ezequiel Cardozo,Corrientes,Ituzaingó,kiosco
2646,Noelia Molina,Misiones,Puerto Iguazú,restaurante
2647,Brenda Gutiérrez,Corrientes,Saladas,supermercado
2648,Noelia Torres,Corrientes,Paso de los Libres,almacén
2649,Ivana Medina,Formosa,Pirané,distribuidor
2650,María Flores,Misiones,Jardín América,almacén
2651,Julieta Villalba,Corrientes,Mercedes,distribuidor
2652,Valeria Acosta,Formosa,Herradura,supermercado
2653,Nicolás Suárez,Formosa,Herradura,restaurante
2654,Daniel Sosa,Misiones,Leandro N. Alem,supermercado
2655,Dario Silva,Chaco,Quitilipi,almacén
2656,Romina Sosa,Corrientes,Bella Vista,kiosco
2657,Gabriel Martínez,Misiones,San Vicente,kiosco
2658,Marta Molina,Formosa,Herradura,restaurante
2659,Gabriel López,Corrientes,Corrientes,distribuidor
2660,Ariel Gómez,Corrientes,Esquina,kiosco
2661,María Castro,Chaco,Barranqueras,supermercado
2662,Romina Flores,Misiones,Eldorado,supermercado
2663,Nicolás Cardozo,Misiones,Leandro N. Alem,kiosco
2664,Pablo Fernández,Misiones,Oberá,kiosco
2665,José Torres,Corrientes,Curuzú Cuatiá,kiosco
2666,Lucía Flores,Formosa,Herradura,restaurante
2667,Elena Suárez,Formosa,Laguna Blanca,restaurante
2668,Daniel Molina,Formosa,Riacho He-Hé,kiosco
2669,Nadia Álvarez,Formosa,Pirané,supermercado
2670,Lucía Villalba,Chaco,Las Breñas,distribuidor
2671,Mario Sosa,Chaco,Quitilipi,kiosco
2672,Valeria Franco,Misiones,Oberá,kiosco
2673,Ezequiel Álvarez,Formosa,Pirané,kiosco
2674,Jorge García,Chaco,Puerto Vilelas,kiosco
2675,Laura Vera,Chaco,Presidencia Roque Sáenz Peña,restaurante
2676,Dario Cardozo,Corrientes,Bella Vista,distribuidor
2677,Florencia Martínez,Misiones,Leandro N. Alem,restaurante
2678,Ana Valdez,Chaco,Resistencia,restaurante
2679,Dario Sosa,Misiones,Oberá,kiosco
2680,Daniel García,Misiones,Apóstoles,distribuidor
2681,Florencia Cardozo,Chaco,Presidencia Roque Sáenz Peña,restaurante
2682,Florencia Villalba,Formosa,Ibarreta,kiosco
2683,Ariel Gutiérrez,Formosa,Clorinda,restaurante
2684,Esteban Ramírez,Corrientes,Saladas,distribuidor
2685,Florencia Álvarez,Misiones,Apóstoles,supermercado
2686,Gabriel Medina,Formosa,Riacho He-Hé,supermercado
2687,Noelia Pérez,Chaco,Charata,kiosco
2688,Valeria Suárez,Misiones,Oberá,kiosco
2689,Nicolás Fernández,Corrientes,Corrientes,kiosco
2690,Noelia Sosa,Chaco,Las Breñas,distribuidor
2691,Marta Pérez,Misiones,Oberá,almacén
2692,Luis Vera,Misiones,Eldorado,kiosco
2693,Noelia Domínguez,Corrientes,Paso de los Libres,restaurante
2694,Daniel López,Formosa,El Colorado,distribuidor
2695,Hernán Flores,Chaco,Barranqueras,supermercado
2696,Ariel Pérez,Corrientes,Paso de los Libres,kiosco
2697,Brenda Sosa,Corrientes,Saladas,supermercado
2698,Elena Villalba,Corrientes,Goya,supermercado
2699,Lucía Franco,Corrientes,Mercedes,distribuidor
2700,Carlos Domínguez,Chaco,Resistencia,kiosco
2701,Jorge Aguirre,Corrientes,Curuzú Cuatiá,distribuidor
2702,Noelia Cardozo,Chaco,Puerto Vilelas,kiosco
2703,José Cardozo,Chaco,Resistencia,distribuidor
2704,María Silva,Chaco,Presidencia Roque Sáenz Peña,almacén
2705,Carlos López,Formosa,Ibarreta,distribuidor
2706,Marta Domínguez,Formosa,Laguna Blanca,kiosco
2707,Valeria Castro,Misiones,Eldorado,supermercado
2708,Brenda Suárez,Misiones,Montecarlo,almacén
2709,Elena Duarte,Corrientes,Goya,distribuidor
2710,Federico Torres,Corrientes,Corrientes,distribuidor
2711,Gabriel López,Chaco,Charata,distribuidor
2712,Aldana Cardozo,Misiones,Apóstoles,almacén
2713,Luis Aguirre,Chaco,General San Martín,supermercado
2714,Ariel Gutiérrez,Corrientes,Virásoro,distribuidor
2715,Pablo Franco,Corrientes,Virásoro,almacén
2716,Ezequiel Flores,Chaco,Quitilipi,almacén
2717,Rocío Medina,Misiones,Posadas,almacén
2718,Aldana Villalba,Formosa,Formosa,almacén
2719,Agustín Romero,Formosa,Ibarreta,supermercado
2720,Pablo Romero,Misiones,San Vicente,almacén
2721,Nadia Romero,Formosa,Herradura,supermercado
2722,Carlos Duarte,Formosa,Laguna Blanca,supermercado
2723,Diego Franco,Chaco,Las Breñas,supermercado
2724,Esteban Benítez,Misiones,Montecarlo,supermercado
2725,Ivana Aguirre,Corrientes,Curuzú Cuatiá,almacén
2726,Marta Cardozo,Misiones,Montecarlo,kiosco
2727,Pablo Gómez,Misiones,Apóstoles,supermercado
2728,Sofía Sosa,Corrientes,Ituzaingó,almacén
2729,Ivana Rojas,Chaco,Presidencia Roque Sáenz Peña,distribuidor
2730,Esteban García,Chaco,Villa Ángela,restaurante
2731,Federico Cardozo,Chaco,General San Martín,kiosco
2732,Julieta Rojas,Corrientes,Virásoro,restaurante
2733,Sofía Gómez,Chaco,Charata,supermercado
2734,Agustín Benítez,Misiones,Oberá,restaurante
2735,Brenda Gómez,Misiones,Eldorado,restaurante
2736,Agustín Acosta,Chaco,Presidencia Roque Sáenz Peña,restaurante
2737,Ana Benítez,Misiones,Montecarlo,supermercado
2738,Dario Torres,Misiones,Puerto Iguazú,distribuidor
2739,Romina Ramírez,Corrientes,Esquina,restaurante
2740,Ariel Martínez,Chaco,General San Martín,almacén
2741,Aldana Flores,Corrientes,Corrientes,almacén
2742,Sofía Álvarez,Corrientes,Virásoro,supermercado
2743,Esteban Silva,Chaco,Villa Ángela,restaurante
2744,Damián Domínguez,Formosa,Formosa,kiosco
2745,Romina Villalba,Corrientes,Curuzú Cuatiá,supermercado
2746,Damián López,Chaco,Las Breñas,supermercado
2747,Agustín Benítez,Formosa,Comandante Fontana,distribuidor
2748,Damián Domínguez,Misiones,Montecarlo,kiosco
2749,Cintia Martínez,Chaco,Charata,almacén
2750,Carlos Flores,Misiones,Jardín América,restaurante
2751,Nicolás Molina,Misiones,Posadas,distribuidor
2752,María Duarte,Formosa,Comandante Fontana,supermercado
2753,Dario Cardozo,Chaco,Presidencia Roque Sáenz Peña,supermercado
2754,Romina Medina,Chaco,Quitilipi,almacén
2755,Brenda Franco,Misiones,Posadas,almacén
2756,Jorge Franco,Misiones,Apóstoles,distribuidor
2757,Maximiliano Suárez,Chaco,Villa Ángela,almacén
2758,Agustín Sosa,Formosa,Herradura,supermercado
2759,Noelia Sosa,Misiones,Eldorado,restaurante
2760,Noelia Benítez,Corrientes,Esquina,distribuidor
2761,Lucía Cardozo,Corrientes,Corrientes,almacén
2762,Lucía Castro,Formosa,Las Lomitas,kiosco
2763,Dario Gutiérrez,Misiones,Eldorado,restaurante
2764,Esteban Suárez,Misiones,Oberá,almacén
2765,Nicolás Gómez,Chaco,Quitilipi,kiosco
2766,Florencia Fernández,Corrientes,Goya,kiosco
2767,María Duarte,Chaco,Presidencia Roque Sáenz Peña,distribuidor
2768,Lucía Valdez,Misiones,Jardín América,almacén
2769,Dario Fernández,Misiones,Apóstoles,distribuidor
2770,Carlos Flores,Corrientes,Saladas,supermercado
2771,Diego Álvarez,Corrientes,Curuzú Cuatiá,kiosco
2772,Ezequiel Pérez,Corrientes,Ituzaingó,supermercado
2773,Noelia Suárez,Corrientes,Corrientes,distribuidor
2774,Gabriel Silva,Corrientes,Ituzaingó,distribuidor
2775,Marta Franco,Misiones,Montecarlo,almacén
2776,Brenda Benítez,Chaco,Las Breñas,kiosco
2777,Hernán Domínguez,Corrientes,Curuzú Cuatiá,restaurante
2778,Diego Torres,Formosa,Laguna Blanca,distribuidor
2779,Sofía Álvarez,Misiones,Jardín América,restaurante
2780,Damián Franco,Misiones,Puerto Iguazú,distribuidor
2781,Hernán Duarte,Formosa,Clorinda,restaurante
2782,Dario Suárez,Misiones,Jardín América,kiosco
2783,Dario Flores,Chaco,General San Martín,almacén
2784,Diego García,Corrientes,Paso de los Libres,distribuidor
2785,Romina Medina,Corrientes,Corrientes,kiosco
2786,Juan Vera,Chaco,Presidencia Roque Sáenz Peña,restaurante
2787,Brenda Domínguez,Formosa,Riacho He-Hé,restaurante
2788,Lucía Acosta,Misiones,Leandro N. Alem,kiosco
2789,Gabriel Martínez,Corrientes,Ituzaingó,supermercado
2790,Dario Ramírez,Corrientes,Curuzú Cuatiá,almacén
2791,Aldana Villalba,Chaco,Charata,almacén
2792,Cintia Sosa,Chaco,Quitilipi,distribuidor
2793,Cintia Acosta,Chaco,General San Martín,kiosco
2794,Ivana Valdez,Chaco,General San Martín,kiosco
2795,Damián Duarte,Corrientes,Curuzú Cuatiá,restaurante
2796,Valeria Sosa,Corrientes,Ituzaingó,restaurante
2797,José Suárez,Misiones,Puerto Iguazú,almacén
2798,Noelia Flores,Corrientes,Curuzú Cuatiá,distribuidor
2799,Jorge Fernández,Misiones,Jardín América,distribuidor
2800,Juan Sosa,Formosa,Pirané,restaurante
2801,Sofía Medina,Chaco,Las Breñas,supermercado
2802,Elena Domínguez,Corrientes,Bella Vista,kiosco
2803,Diego Torres,Chaco,Puerto Vilelas,almacén
2804,Federico Torres,Corrientes,Esquina,distribuidor
2805,Damián Torres,Misiones,Aristóbulo del Valle,distribuidor
2806,Federico Medina,Corrientes,Esquina,distribuidor
2807,Lucía García,Corrientes,Goya,distribuidor
2808,Gabriel Torres,Misiones,Jardín América,distribuidor
2809,Elena Gutiérrez,Formosa,Pirané,almacén
2810,Esteban Castro,Chaco,Barranqueras,supermercado
2811,Dario Gómez,Corrientes,Virásoro,supermercado
2812,Ezequiel Valdez,Formosa,El Colorado,supermercado
2813,Dario Vera,Formosa,Ibarreta,supermercado
2814,Marta Vera,Misiones,Apóstoles,distribuidor
2815,Laura Pérez,Corrientes,Paso de los Libres,distribuidor
2816,Nadia López,Formosa,El Colorado,restaurante
2817,Dario Sosa,Formosa,Formosa,distribuidor
2818,Damián López,Formosa,Ibarreta,kiosco
2819,Cintia Villalba,Chaco,Puerto Vilelas,supermercado
2820,Ivana García,Misiones,Aristóbulo del Valle,restaurante
2821,Gabriel Villalba,Formosa,Comandante Fontana,almacén
2822,Federico Benítez,Corrientes,Saladas,almacén
2823,Mario Suárez,Misiones,Posadas,restaurante
2824,Nadia Duarte,Chaco,Resistencia,distribuidor
2825,Lucía Suárez,Corrientes,Bella Vista,almacén
2826,Mario Franco,Chaco,Resistencia,supermercado
2827,Rocío Castro,Misiones,San Vicente,supermercado
2828,Daniel Flores,Chaco,General San Martín,supermercado
2829,Federico Pérez,Corrientes,Saladas,almacén
2830,Brenda Flores,Corrientes,Ituzaingó,almacén
2831,Carlos Flores,Chaco,Puerto Vilelas,supermercado
2832,Aldana Cardozo,Corrientes,Bella Vista,almacén
2833,Aldana Martínez,Formosa,Riacho He-Hé,almacén
2834,Carlos Franco,Chaco,Quitilipi,almacén
2835,Marta Medina,Formosa,Comandante Fontana,supermercado
2836,Marta Valdez,Formosa,Formosa,almacén
2837,Carlos Flores,Formosa,Ibarreta,supermercado
2838,Ivana López,Chaco,Quitilipi,supermercado
2839,Luis Domínguez,Formosa,Herradura,almacén
2840,Juan Benítez,Formosa,Herradura,distribuidor
2841,Agustín Fernández,Formosa,Clorinda,supermercado
2842,Cintia Fernández,Chaco,General San Martín,restaurante
2843,Agustín Medina,Formosa,Herradura,almacén
2844,Diego Álvarez,Corrientes,Bella Vista,supermercado
2845,Diego Cardozo,Chaco,Villa Ángela,kiosco
2846,María Álvarez,Corrientes,Goya,almacén
2847,Marta García,Misiones,Leandro N. Alem,restaurante
2848,Lucía Benítez,Formosa,Clorinda,restaurante
2849,Nicolás Valdez,Misiones,Puerto Iguazú,distribuidor
2850,Agustín Villalba,Formosa,Comandante Fontana,supermercado
2851,Laura Domínguez,Formosa,Comandante Fontana,supermercado
2852,María Cardozo,Formosa,El Colorado,kiosco
2853,Nadia Suárez,Corrientes,Bella Vista,kiosco
2854,Rocío Sosa,Corrientes,Corrientes,distribuidor
2855,Damián Castro,Misiones,Jardín América,restaurante
2856,Dario Romero,Formosa,Las Lomitas,restaurante
2857,Agustín Benítez,Chaco,Fontana,supermercado
2858,Dario Benítez,Formosa,Clorinda,distribuidor
2859,Cintia Gutiérrez,Formosa,Pirané,distribuidor
2860,Marta García,Misiones,Puerto Iguazú,kiosco
2861,Cintia Benítez,Chaco,Charata,distribuidor
2862,Hernán Aguirre,Formosa,Pirané,kiosco
2863,Jorge Rojas,Misiones,Puerto Iguazú,kiosco
2864,Marta Gómez,Chaco,Presidencia Roque Sáenz Peña,supermercado
2865,Cintia Molina,Corrientes,Saladas,kiosco
2866,Romina Suárez,Formosa,Laguna Blanca,supermercado
2867,Carlos Villalba,Corrientes,Ituzaingó,supermercado
2868,Esteban Valdez,Corrientes,Bella Vista,restaurante
2869,Nicolás Molina,Misiones,Oberá,distribuidor
2870,Romina Vera,Formosa,Pirané,kiosco
2871,Noelia Domínguez,Corrientes,Esquina,almacén
2872,Laura López,Misiones,Montecarlo,kiosco
